locus_tag	logFC_M90T_37vs30	FDR_M90T_37vs30	logFC_enr37vs30	FDR_enr37vs30	gene_name	seq	description	type
EKN05_015050	-1.907690583411	9.80055522935086e-09	0.57682125249857	8.98190318854028e-07	fadE	CP037923.1	acyl-CoA dehydrogenase	CDS
EKN05_024760	4.90933744219876	9.8203876471556e-09	-0.357070525962267	1.21869431047199e-07	ipgA	CP037924.1	chaperone protein IpgA	CDS
EKN05_008110	2.29769572309368	9.97771302230503e-09	-0.35359291710404	0.0330365464907544	EKN05_008110	CP037923.1	ammonium transporter	pseudo
EKN05_004475	2.31410145102835	1.28139212102225e-08	0.577316700773467	0.00295844990626187	napC	CP037923.1	cytochrome c-type protein NapC	CDS
EKN05_022260	-1.90571089369297	1.28921766876645e-08	-0.463846527074363	0.0115711263218664	kefG	CP037923.1	glutathione-regulated potassium-efflux system ancillary protein KefG	CDS
EKN05_009645	-2.59201702210701	1.34443377514123e-08	0.43601824192392	0.077733381447987	puuD	CP037923.1	gamma-glutamyl-gamma-aminobutyrate hydrolase	CDS
EKN05_024740	3.67132545742971	1.38449275142126e-08	0.053071273917571	0.477579116299346	ipgE	CP037924.1	type III secretion system chaperone	CDS
EKN05_023710	2.94014276199616	1.39560968571171e-08	-0.0153076307155412	0.707992361624248	ospC2	CP037924.1	hypothetical protein	CDS
EKN05_019280	-2.11286218731099	1.39791982323942e-08	0.219251544204917	0.00635132566007389	lldP	CP037923.1	L-lactate permease	CDS
EKN05_004490	2.81484296330381	1.43586121190846e-08	-0.887197225362236	0.00180434076766221	ccmC	CP037923.1	heme exporter protein CcmC	CDS
EKN05_020155	-1.56198348169846	1.44866434885627e-08	-4.35981154408713	0.0902246735119697	atpG	CP037923.1	F0F1 ATP synthase subunit gamma	CDS
EKN05_017640	-1.57944755830926	1.56350785309418e-08	-1.73388723883903	0.00143870527940221	treC	CP037923.1	alpha	CDS
EKN05_015690	2.24946534669328	1.56467866229502e-08	-0.611214382165845	0.00162575011711995	mltD	CP037923.1	murein transglycosylase D	CDS
EKN05_013595	-1.67404176099043	1.60784795803477e-08	1.03769462615879	0.00403682623980187	galE	CP037923.1	UDP-glucose 4-epimerase GalE	CDS
EKN05_018945	-1.47009498402249	1.61695880498582e-08	0.738218397178803	1.69977886692714e-08	glpK	CP037923.1	glycerol kinase	CDS
EKN05_017505	-1.58082664731676	1.63242816677213e-08	-0.994236223258501	3.19663383118591e-05	ytfE	CP037923.1	iron-sulfur cluster repair protein YtfE	CDS
EKN05_016840	-1.64282813358838	1.8255895157219e-08	-0.102212669177085	0.653620198835307	osmY	CP037923.1	molecular chaperone OsmY	CDS
EKN05_017645	-1.66030524780505	1.82896378562898e-08	-0.604193797319117	0.000468638221075998	treB	CP037923.1	PTS trehalose transporter subunit IIBC	CDS
EKN05_003645	-1.75451236281396	1.82896378562898e-08	0.611898246850967	0.000544440833379546	EKN05_003645	CP037923.1	alanine transaminase	CDS
EKN05_002885	-3.47411407511288	1.83468296841909e-08	0.0754335936757611	0.538342771569849	hcaR	CP037923.1	DNA-binding transcriptional regulator HcaR	CDS
EKN05_023290	2.52659282931829	1.91782390664737e-08	0.511636299534236	5.29914087489607e-07	tdcD	CP037923.1	propionate kinase	CDS
EKN05_022170	2.86713378704212	2.00404598846781e-08	0.80966400274996	3.13354036931673e-11	cobA	CP037923.1	uroporphyrinogen-III C-methyltransferase	CDS
EKN05_010045	1.79695755287001	2.00404598846781e-08	0.121169799289365	0.159653601548438	narG	CP037923.1	nitrate reductase subunit alpha	CDS
EKN05_009190	1.66164045480513	2.11990461268439e-08	-1.1762500003314	0.00173546869285725	EKN05_009190	CP037923.1	DUF1480 family protein	CDS
EKN05_021910	1.38041184650301	2.33668317564104e-08	-0.720593785025983	2.65132565799829e-06	malT	CP037923.1	HTH-type transcriptional regulator MalT	CDS
EKN05_023945	2.1080025079188	2.35588863564377e-08	0.763589122747734	3.74498149464469e-14	pWR501_0025	CP037924.1	IS66 family transposase	pseudo
EKN05_004170	1.48213191169654	2.36911461350872e-08	-0.24149940974969	0.127767904276121	menD	CP037923.1	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	CDS
EKN05_024505	3.1205143571317	2.38383483540965e-08	-0.0200618162418856	0.658290424945523	virA	CP037924.1	cysteine protease	CDS
EKN05_013760	-2.06347636230957	2.3996552986146e-08	NA	NA	EKN05_013760	CP037923.1	YbdD/YjiX family protein	CDS
EKN05_023125	1.80739322425562	2.40215594968962e-08	0.598989446468162	0.000321792435908074	EKN05_023125	CP037923.1	U32 family peptidase	CDS
EKN05_021290	-2.25075808740951	2.40215594968962e-08	1.1088844569553	1.10560007685558e-08	dppC	CP037923.1	dipeptide ABC transporter permease DppC	CDS
EKN05_012400	1.46247794001201	2.40215594968962e-08	-0.324861384926857	8.39070440338464e-05	EKN05_012400	CP037923.1	phosphoethanolamine transferase	CDS
EKN05_014245	2.06851981383152	2.46498893546092e-08	1.1591038292713	7.59036543269576e-10	ybaT	CP037923.1	amino acid permease	CDS
EKN05_024035	2.43358783259522	2.48282836787058e-08	0.782526162540102	3.07191344938425e-09	pWR501_0005	CP037924.1	hypothetical protein	CDS
EKN05_023990	3.0413041439503	2.56576162806469e-08	0.568349811142837	3.49793266151122e-07	EKN05_023990	CP037924.1	IS1 family transposase	pseudo
EKN05_003575	1.67316383954932	2.56576162806469e-08	0.444452611432306	1.72441225392595e-06	EKN05_003575	CP037923.1	sensor domain-containing phosphodiesterase	CDS
EKN05_020970	-1.6719986909808	2.59009166540297e-08	-0.418317072597476	0.00158020944480207	fdxH	CP037923.1	formate dehydrogenase subunit beta	CDS
EKN05_021295	-1.82736655177412	2.59009166540297e-08	-1.23043148308041	2.44206473841178e-07	dppB	CP037923.1	dipeptide ABC transporter permease DppB	CDS
EKN05_004570	-1.51067219285768	2.72664064323973e-08	1.78623685387737	2.0973852256239e-15	EKN05_004570	CP037923.1	hypothetical protein	CDS
EKN05_024765	3.62567863061368	2.92044559267979e-08	-0.47358624917902	2.31554755210294e-11	ipgB1	CP037924.1	protein IpgB	CDS
EKN05_011850	1.37114731739137	3.04011811085228e-08	-0.382899239602198	0.000113686463779966	pflB	CP037923.1	formate C-acetyltransferase	CDS
EKN05_011765	2.1550081270232	3.05333455229126e-08	-1.7444788111121	7.99045549375213e-08	EKN05_011765	CP037923.1	hypothetical protein	CDS
EKN05_016145	-1.60904470296726	3.15924188842312e-08	NA	NA	lpdA	CP037923.1	dihydrolipoyl dehydrogenase	CDS
EKN05_020325	-2.02084188324104	3.15924188842312e-08	-0.893640548351661	1.38293810116084e-07	ilvC	CP037923.1	ketol-acid reductoisomerase	CDS
EKN05_021285	-2.27089300460734	3.16910670984633e-08	-0.411137287627634	0.0124990018345035	dppD	CP037923.1	dipeptide ABC transporter ATP-binding protein	CDS
EKN05_024030	3.88726528526272	3.2277620553737e-08	-0.619073471398295	9.47685508364379e-08	ospC	CP037924.1	OspC family protein	pseudo
EKN05_016975	-2.65236109734091	3.28737286446686e-08	-0.866839799516977	5.23365840647734e-06	hpaD	CP037923.1	3	CDS
EKN05_022640	1.66342315139469	3.36670064437018e-08	0.529287368652313	0.000347062530253308	dusB	CP037923.1	tRNA dihydrouridine synthase DusB	CDS
EKN05_012425	-1.52316262677376	3.71086441186622e-08	-0.722305860825882	1.50393995658743e-05	glnH	CP037923.1	glutamine ABC transporter substrate-binding protein GlnH	CDS
EKN05_004085	-1.70869456466391	3.72025378631097e-08	-2.37724599851001	0.0524412530498823	nuoE	CP037923.1	NADH-quinone oxidoreductase subunit NuoE	CDS
EKN05_001865	2.24963691797009	3.85015388058899e-08	0.733758954212194	7.57936199512384e-05	hypD	CP037923.1	hydrogenase formation protein HypD	CDS
EKN05_007350	2.70745108080979	4.021922046261e-08	-0.0356935674738509	0.87121325181652	fdnI	CP037923.1	formate dehydrogenase-N subunit gamma	CDS
EKN05_022165	2.28622843010009	4.08345699107235e-08	0.179482472259024	0.0328978468295869	EKN05_022165	CP037923.1	DUF4223 domain-containing protein	CDS
EKN05_016970	-2.91358829305347	4.34533114301881e-08	1.26492485918478	2.38373362385071e-12	hpaE	CP037923.1	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	CDS
EKN05_014420	-1.50920684749314	4.45165256866986e-08	-1.58570540686403	8.31025910885937e-06	EKN05_014420	CP037923.1	hypothetical protein	CDS
EKN05_020150	-1.72222047462986	4.46342208949811e-08	1.93575828844353	0.42114270428693	atpA	CP037923.1	F0F1 ATP synthase subunit alpha	CDS
EKN05_020160	-1.42457420601546	4.49258917103089e-08	-1.49046689872217	0.434187475341583	atpD	CP037923.1	F0F1 ATP synthase subunit beta	CDS
EKN05_004075	-1.39081297159128	4.54737185721603e-08	0.487130648003328	0.725340789673345	nuoB	CP037923.1	NADH-quinone oxidoreductase subunit B	CDS
EKN05_004600	1.44101065327705	4.54737185721603e-08	-0.516368628334406	0.00105631114340684	mepS	CP037923.1	bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase	CDS
EKN05_000465	3.04331178059267	4.58047730309505e-08	0.872997851822823	8.47267675640827e-09	hybB	CP037923.1	Ni/Fe-hydrogenase cytochrome b subunit	CDS
EKN05_011970	-1.41579970178961	4.59460887396737e-08	-1.08584897103994	0.00129708977410166	lrp	CP037923.1	leucine-responsive transcriptional regulator Lrp	CDS
EKN05_015165	1.2245259031494	4.67176189086089e-08	-1.88148468128722	0.000219406929197601	EKN05_015165	CP037923.1	integrase	pseudo
EKN05_014400	1.71558861427181	4.75370945612495e-08	-1.60669937008909	2.24474122269951e-06	EKN05_014400	CP037923.1	DUF1428 domain-containing protein	CDS
EKN05_013445	-1.30849230371729	4.75370945612495e-08	-0.537940517340775	0.161956019949349	sucC	CP037923.1	ADP-forming succinate--CoA ligase subunit beta	CDS
EKN05_008535	-1.64248835952184	4.78899316168799e-08	0.0201859423688692	0.833733027080367	ppsA	CP037923.1	phosphoenolpyruvate synthase	CDS
EKN05_010435	1.30561733091139	4.81460405459507e-08	-3.35431525457599	0.0136444986527029	mnmA	CP037923.1	tRNA 2-thiouridine(34) synthase MnmA	CDS
EKN05_016980	-2.72432113039347	5.04685530038868e-08	-0.475134742779819	0.104121722155543	hpaF	CP037923.1	5-carboxymethyl-2-hydroxymuconate Delta-isomerase	CDS
EKN05_013805	-3.12137166730069	5.04685530038868e-08	1.35227261856364	3.64635684274033e-11	fepD	CP037923.1	Fe(3+)-siderophore ABC transporter permease	CDS
EKN05_013410	-3.41805407763744	5.06421372937451e-08	-1.47434292411269	6.14489782112352e-08	EKN05_013410	CP037923.1	hypothetical protein	CDS
EKN05_004635	2.0613039485649	5.41482380194086e-08	-1.28904128378652	1.90140068342327e-06	setB	CP037923.1	sugar efflux transporter SetB	CDS
EKN05_018850	1.69103697993922	5.92698648134712e-08	-0.17435984786823	0.394458089322729	gldA	CP037923.1	bifunctional L-1	pseudo
EKN05_018940	-1.92970101908723	5.97466177997265e-08	1.01352236387351	1.10855781702771e-09	glpF	CP037923.1	glycerol uptake facilitator protein GlpF	pseudo
EKN05_024085	2.67629797079927	6.19075231082175e-08	0.113950549499611	0.0598236846657675	pWR501_0290	CP037924.1	T3SS effector protein NleE	pseudo
EKN05_013105	-2.57141543408505	6.34818103798054e-08	1.06619076104897	4.28147006745542e-08	gltJ	CP037923.1	glutamate/aspartate ABC transporter permease GltJ	CDS
EKN05_009085	1.10737356814361	6.69762676834837e-08	-0.0576091782736439	0.751695403291407	manX	CP037923.1	PTS mannose transporter subunit IIAB	CDS
EKN05_014180	1.9094300434981	6.77148957046971e-08	-0.271178008781034	0.732223293060492	allA	CP037923.1	ureidoglycolate lyase	CDS
EKN05_022850	-1.38033513521274	6.80668520316335e-08	-0.0250268431042792	0.859472993133638	gltD	CP037923.1	glutamate synthase small subunit	CDS
EKN05_017530	-1.28584660348403	6.83116750717265e-08	0.126465222583958	0.235370375484315	cysQ	CP037923.1	3'(2')	CDS
EKN05_024725	4.22180667251192	6.83116750717265e-08	-0.909917850795449	9.45474607787588e-12	mxiH	CP037924.1	type III secretion system needle complex protein	CDS
EKN05_021410	2.50167581815032	6.89439823795642e-08	-0.526952316402935	0.0145314193484497	hdeB	CP037923.1	acid-activated periplasmic chaperone HdeB	CDS
EKN05_003415	1.1052998978337	6.93125553207064e-08	-0.819069365495201	1.01838476088599e-05	yfeX	CP037923.1	porphyrinogen peroxidase	CDS
EKN05_016835	-2.35418579868447	7.44334477607152e-08	-1.33694961671363	0.0388883997146656	EKN05_016835	CP037923.1	DUF1328 domain-containing protein	CDS
EKN05_012910	2.59488025528933	8.13387150574455e-08	-1.21387055099405	1.3602355161085e-06	EKN05_012910	CP037923.1	DUF2184 domain-containing protein	CDS
EKN05_012290	1.75811174219951	8.32174133105365e-08	-0.318350974573302	0.222758744176257	bssR	CP037923.1	biofilm formation regulator BssR	CDS
EKN05_008115	1.74964732781061	8.79138083648354e-08	-1.34242661472167	2.59524761226432e-08	EKN05_008115	CP037923.1	dimethyl sulfoxide reductase subunit A	CDS
EKN05_023285	1.9121977982067	8.91084734765747e-08	0.337689558698289	0.000361285639548475	tdcC	CP037923.1	threonine/serine transporter TdcC	CDS
EKN05_017605	-1.28895526788418	8.9771606656875e-08	-0.29557605601465	0.0375407068693451	fbp	CP037923.1	class 1 fructose-bisphosphatase	CDS
EKN05_009100	2.09341452010724	8.9771606656875e-08	-0.649840834170442	0.031067310319656	EKN05_009100	CP037923.1	DUF986 domain-containing protein	CDS
EKN05_024705	5.12863236099197	9.09177042179074e-08	0.0967992337395963	0.154352279649967	mxiN	CP037924.1	Putative membrane protein	CDS
EKN05_010130	1.28594129683648	9.22696697890866e-08	NA	NA	hemA	CP037923.1	glutamyl-tRNA reductase	CDS
EKN05_021220	-1.79085183047092	9.24730103500034e-08	-0.71613703694685	0.000227883375493468	EKN05_021220	CP037923.1	hypothetical protein	CDS
EKN05_018495	-1.33397180627233	9.60689641000318e-08	0.427211221779052	0.00101111002253489	aceB	CP037923.1	malate synthase A	pseudo
EKN05_023110	1.81984680341119	1.01483981038271e-07	1.46979726302061	0.00642940999252122	deaD	CP037923.1	DEAD/DEAH family ATP-dependent RNA helicase	CDS
EKN05_008085	2.14515737837815	1.14280412178887e-07	-1.06573928378367	0.000134514310148833	bioD	CP037923.1	ATP-dependent dethiobiotin synthetase BioD	CDS
EKN05_003650	2.02161667893949	1.23203633259626e-07	-1.24173649894868	0.0028866675007995	ypdK	CP037923.1	membrane protein YpdK	CDS
EKN05_023130	2.05229472095719	1.28373687761379e-07	0.414792749461436	0.0234554081076045	yhbU	CP037923.1	U32 family peptidase	CDS
EKN05_000515	-1.96526470500629	1.3127970800164e-07	0.787784584637138	2.75483521855198e-09	EKN05_000515	CP037923.1	N-acetyltransferase	pseudo
EKN05_018870	-1.58509897194457	1.35317201968285e-07	0.343671132217742	0.0146242730704881	metF	CP037923.1	methylenetetrahydrofolate reductase	CDS
EKN05_021405	2.0857038158406	1.37696809467703e-07	-0.27050684105854	0.00262828483515433	hdeA	CP037923.1	acid-activated periplasmic chaperone HdeA	CDS
EKN05_013600	-1.17496132103918	1.37987645569988e-07	0.562153391757794	0.00024922131769068	modF	CP037923.1	molybdate ABC transporter ATP-binding protein ModF	CDS
EKN05_004460	4.4524499247147	1.381741154499e-07	0.781873616580389	0.000175797353010114	napG	CP037923.1	ferredoxin-type protein NapG	CDS
EKN05_014975	1.78205343626323	1.55614169860226e-07	-0.519972121283593	2.52495827526191e-05	EKN05_014975	CP037923.1	iron-sulfur cluster-binding protein	CDS
EKN05_004020	1.2492757219727	1.58284944215264e-07	0.572564332794783	2.07115953889372e-06	yfcC	CP037923.1	putative basic amino acid antiporter YfcC	CDS
EKN05_001505	-1.81513872327809	1.60921982184111e-07	-1.28791502514099	2.34064721728127e-06	csiD	CP037923.1	carbon starvation induced protein CsiD	CDS
EKN05_009115	1.44671048225288	1.64196345293609e-07	0.230153640431921	0.231351987193429	rlmA	CP037923.1	23S rRNA (guanine(745)-N(1))-methyltransferase	CDS
EKN05_016705	-1.99029214468965	1.65021224591743e-07	0.594329044101687	0.631248243627155	EKN05_016705	CP037923.1	hypothetical protein	CDS
EKN05_007405	-1.62840431565122	1.68096712325306e-07	0.638435416878222	1.67778813230362e-06	EKN05_007405	CP037923.1	diguanylate cyclase	CDS
EKN05_019210	1.13563794691734	1.7689299565694e-07	0.211660016988091	0.0316369031348232	selB	CP037923.1	selenocysteinyl-tRNA-specific translation elongation factor SelB	CDS
EKN05_020330	-1.52346296757764	1.7689299565694e-07	0.103575326107018	0.676040195413061	ppiC	CP037923.1	peptidylprolyl isomerase C	CDS
EKN05_021210	-1.33938948502468	1.98149922892932e-07	-0.186081164400014	0.0646376099986743	bcsA	CP037923.1	UDP-forming cellulose synthase catalytic subunit	pseudo
EKN05_013815	-3.17106362226827	1.99955716412209e-07	0.386971408333349	0.00337644415473362	fepC	CP037923.1	iron-enterobactin ABC transporter ATP-binding protein	CDS
EKN05_003955	-2.88577114305198	2.03256387158035e-07	-2.68642343914762	0.000501807752957456	EKN05_003955	CP037923.1	IS3-like element IS2 family transposase	CDS
EKN05_021280	-1.85780814511934	2.0605629432184e-07	1.26728779364823	5.41074542496633e-10	dppF	CP037923.1	dipeptide ABC transporter ATP binding subunit DppF	CDS
EKN05_023115	-1.38170957215899	2.0605629432184e-07	0.173457854296311	0.332784535104692	mtr	CP037923.1	tryptophan permease	CDS
EKN05_003950	-3.35488873787142	2.0605629432184e-07	-2.03840513054414	3.78143452429573e-06	EKN05_003950	CP037923.1	amino acid ABC transporter substrate-binding protein	pseudo
EKN05_022995	1.80233815422045	2.10574088870057e-07	1.2533148386706	2.26779922756979e-07	EKN05_022995	CP037923.1	DMT family transporter	CDS
EKN05_015865	-1.49612345872418	2.21809929033182e-07	1.18893858571733	0.214532723202952	skp	CP037923.1	molecular chaperone Skp	CDS
EKN05_021075	1.58703557223354	2.21809929033182e-07	-0.443886454917392	0.0525001478667852	cpxP	CP037923.1	cell-envelope stress modulator CpxP	CDS
EKN05_017745	-1.06219352394646	2.21809929033182e-07	-0.302917062994622	0.0422817389962515	pepA	CP037923.1	leucyl aminopeptidase	CDS
EKN05_011695	-1.39974264501339	2.27650193732441e-07	-0.0850417982401136	0.533550026479441	pepN	CP037923.1	aminopeptidase N	CDS
EKN05_024735	4.27749100760183	2.27650193732441e-07	-0.128412063088341	0.0219218879542095	ipgF	CP037924.1	protein IpgF	CDS
EKN05_018795	-1.04683100673634	2.29993344685053e-07	-0.157608828506774	0.269750529585451	argE	CP037923.1	acetylornithine deacetylase	CDS
EKN05_008840	2.86774670266026	2.32427345508531e-07	-1.23818763308859	5.35347604534085e-05	EKN05_008840	CP037923.1	thiosulfate sulfurtransferase	CDS
EKN05_000080	-1.51014230118742	2.40638742201711e-07	0.71513066287383	6.84482267863662e-08	ygjL	CP037923.1	NADPH-dependent 2	CDS
EKN05_000280	1.72166699405368	2.43730603124891e-07	-1.58386766868972	5.38428986599566e-10	ygiD	CP037923.1	4	CDS
EKN05_004450	3.25874898631437	2.48853247097189e-07	-2.19787421694929	0.00196410626012494	napD	CP037923.1	chaperone NapD	CDS
EKN05_018980	2.0507738288853	2.53660670275998e-07	0.413870022835993	1.6645584193184e-06	gadA	CP037923.1	glutamate decarboxylase	CDS
EKN05_024560	2.28201064265897	2.58956934356318e-07	1.27526551550185	8.89598830761925e-09	EKN05_024560	CP037924.1	ISL3 family transposase	pseudo
EKN05_021625	1.79730747267985	2.73162059954918e-07	-0.172950327823604	0.221631609988805	nikR	CP037923.1	nickel-responsive transcriptional regulator NikR	CDS
EKN05_020965	-1.35266207802451	2.73162059954918e-07	0.34546286025981	0.0229632419216148	fdoI	CP037923.1	formate dehydrogenase cytochrome b556 subunit	CDS
